,VCF0009z,VCF0004,VCF0706,VCF0707,VCF0708,VCF0301
30856,1.0,1986.0,,1. Democrat,1. Democrat,3. Independent - Democrat
30857,1.0,1986.0,,,,1. Strong Democrat
30858,1.0,1986.0,,,,4. Independent - Independent
30859,1.0,1986.0,,,,6. Weak Republican
30860,1.0,1986.0,,,,4. Independent - Independent
30861,1.0,1986.0,,,2. Republican,7. Strong Republican
30862,1.0,1986.0,,,,4. Independent - Independent
30863,1.0,1986.0,,2. Republican,2. Republican,6. Weak Republican
30864,1.0,1986.0,,,,4. Independent - Independent
30865,1.0,1986.0,,2. Republican,2. Republican,7. Strong Republican
30866,1.0,1986.0,,1. Democrat,1. Democrat,2. Weak Democrat
30867,1.0,1986.0,,,,6. Weak Republican
30868,1.0,1986.0,,,,1. Strong Democrat
30869,1.0,1986.0,,,,1. Strong Democrat
30870,1.0,1986.0,,1. Democrat,,1. Strong Democrat
30871,1.0,1986.0,,,,2. Weak Democrat
30872,1.0,1986.0,,,,3. Independent - Democrat
30873,1.0,1986.0,,1. Democrat,,6. Weak Republican
30874,1.0,1986.0,,1. Democrat,1. Democrat,2. Weak Democrat
30875,1.0,1986.0,,,,3. Independent - Democrat
30876,1.0,1986.0,,,,3. Independent - Democrat
30877,1.0,1986.0,,1. Democrat,1. Democrat,1. Strong Democrat
30878,1.0,1986.0,,1. Democrat,1. Democrat,1. Strong Democrat
30879,1.0,1986.0,,,,4. Independent - Independent
30880,1.0,1986.0,,,,2. Weak Democrat
30881,1.0,1986.0,,1. Democrat,2. Republican,6. Weak Republican
30882,1.0,1986.0,,1. Democrat,2. Republican,2. Weak Democrat
30883,1.0,1986.0,,2. Republican,1. Democrat,3. Independent - Democrat
30884,1.0,1986.0,,1. Democrat,2. Republican,3. Independent - Democrat
30885,1.0,1986.0,,,,4. Independent - Independent
30886,1.0,1986.0,,,,4. Independent - Independent
30887,1.0,1986.0,,2. Republican,1. Democrat,2. Weak Democrat
30888,1.0,1986.0,,,,5. Independent - Republican
30889,1.0,1986.0,,,,5. Independent - Republican
30890,1.0,1986.0,,,,5. Independent - Republican
30891,1.0,1986.0,,,,5. Independent - Republican
30892,1.0,1986.0,,2. Republican,,7. Strong Republican
30893,1.0,1986.0,,2. Republican,2. Republican,6. Weak Republican
30894,1.0,1986.0,,,,7. Strong Republican
30895,1.0,1986.0,,,,6. Weak Republican
30896,1.0,1986.0,,2. Republican,2. Republican,7. Strong Republican
30897,1.0,1986.0,,,,1. Strong Democrat
30898,1.0,1986.0,,,,1. Strong Democrat
30899,1.0,1986.0,,,2. Republican,5. Independent - Republican
30900,1.0,1986.0,,1. Democrat,1. Democrat,5. Independent - Republican
30901,1.0,1986.0,,,,6. Weak Republican
30902,1.0,1986.0,,2. Republican,1. Democrat,2. Weak Democrat
30903,1.0,1986.0,,,,4. Independent - Independent
30904,1.0,1986.0,,,,6. Weak Republican
30905,1.0,1986.0,,,,4. Independent - Independent
30906,1.0,1986.0,,,,2. Weak Democrat
30907,1.0,1986.0,,,,2. Weak Democrat
30908,1.0,1986.0,,1. Democrat,,1. Strong Democrat
30909,1.0,1986.0,,,,5. Independent - Republican
30910,1.0,1986.0,,,,4. Independent - Independent
30911,1.0,1986.0,,,2. Republican,7. Strong Republican
30912,1.0,1986.0,,,,1. Strong Democrat
30913,1.0,1986.0,,2. Republican,1. Democrat,6. Weak Republican
30914,1.0,1986.0,,,,4. Independent - Independent
30915,1.0,1986.0,,,,5. Independent - Republican
30916,1.0,1986.0,,,,2. Weak Democrat
30917,1.0,1986.0,,,,6. Weak Republican
30918,1.0,1986.0,,,,2. Weak Democrat
30919,1.0,1986.0,,1. Democrat,,2. Weak Democrat
30920,1.0,1986.0,,,,2. Weak Democrat
30921,1.0,1986.0,,,,5. Independent - Republican
30922,1.0,1986.0,,1. Democrat,,1. Strong Democrat
30923,1.0,1986.0,,,,6. Weak Republican
30924,1.0,1986.0,,,,2. Weak Democrat
30925,1.0,1986.0,,1. Democrat,2. Republican,7. Strong Republican
30926,1.0,1986.0,,2. Republican,1. Democrat,6. Weak Republican
30927,1.0,1986.0,,1. Democrat,2. Republican,2. Weak Democrat
30928,1.0,1986.0,,,,2. Weak Democrat
30929,1.0,1986.0,,,,4. Independent - Independent
30930,1.0,1986.0,,1. Democrat,1. Democrat,2. Weak Democrat
30931,1.0,1986.0,,,,3. Independent - Democrat
30932,1.0,1986.0,,,,7. Strong Republican
30933,1.0,1986.0,,,,5. Independent - Republican
30934,1.0,1986.0,,1. Democrat,1. Democrat,4. Independent - Independent
30935,1.0,1986.0,,,,1. Strong Democrat
30936,1.0,1986.0,,,,1. Strong Democrat
30937,1.0,1986.0,,,,2. Weak Democrat
30938,1.0,1986.0,,,,2. Weak Democrat
30939,1.0,1986.0,,,,4. Independent - Independent
30940,1.0,1986.0,,,,7. Strong Republican
30941,1.0,1986.0,,,,5. Independent - Republican
30942,1.0,1986.0,,2. Republican,1. Democrat,4. Independent - Independent
30943,1.0,1986.0,,,,6. Weak Republican
30944,1.0,1986.0,,1. Democrat,1. Democrat,3. Independent - Democrat
30945,1.0,1986.0,,,,5. Independent - Republican
30946,1.0,1986.0,,2. Republican,,4. Independent - Independent
30947,1.0,1986.0,,2. Republican,,5. Independent - Republican
30948,1.0,1986.0,,1. Democrat,,7. Strong Republican
30949,1.0,1986.0,,,,6. Weak Republican
30950,1.0,1986.0,,,,6. Weak Republican
30951,1.0,1986.0,,2. Republican,,5. Independent - Republican
30952,1.0,1986.0,,2. Republican,,5. Independent - Republican
30953,1.0,1986.0,,,,1. Strong Democrat
30954,1.0,1986.0,,,,4. Independent - Independent
30955,1.0,1986.0,,,,5. Independent - Republican
30956,1.0,1986.0,,,,7. Strong Republican
30957,1.0,1986.0,,1. Democrat,1. Democrat,2. Weak Democrat
30958,1.0,1986.0,,,,7. Strong Republican
30959,1.0,1986.0,,1. Democrat,2. Republican,6. Weak Republican
30960,1.0,1986.0,,1. Democrat,2. Republican,2. Weak Democrat
30961,1.0,1986.0,,,,3. Independent - Democrat
30962,1.0,1986.0,,2. Republican,2. Republican,7. Strong Republican
30963,1.0,1986.0,,,,6. Weak Republican
30964,1.0,1986.0,,,,6. Weak Republican
30965,1.0,1986.0,,,,6. Weak Republican
30966,1.0,1986.0,,2. Republican,,7. Strong Republican
30967,1.0,1986.0,,2. Republican,,5. Independent - Republican
30968,1.0,1986.0,,,,6. Weak Republican
30969,1.0,1986.0,,,,5. Independent - Republican
30970,1.0,1986.0,,2. Republican,2. Republican,6. Weak Republican
30971,1.0,1986.0,,,,2. Weak Democrat
30972,1.0,1986.0,,,,2. Weak Democrat
30973,1.0,1986.0,,,,2. Weak Democrat
30974,1.0,1986.0,,1. Democrat,1. Democrat,1. Strong Democrat
30975,1.0,1986.0,,,,4. Independent - Independent
30976,1.0,1986.0,,,,2. Weak Democrat
30977,1.0,1986.0,,,,2. Weak Democrat
30978,1.0,1986.0,,,,6. Weak Republican
30979,1.0,1986.0,,,,2. Weak Democrat
30980,1.0,1986.0,,,,4. Independent - Independent
30981,1.0,1986.0,,,,4. Independent - Independent
30982,1.0,1986.0,,,,1. Strong Democrat
30983,1.0,1986.0,,1. Democrat,1. Democrat,1. Strong Democrat
30984,1.0,1986.0,,2. Republican,2. Republican,6. Weak Republican
30985,1.0,1986.0,,,2. Republican,4. Independent - Independent
30986,1.0,1986.0,,1. Democrat,1. Democrat,1. Strong Democrat
30987,1.0,1986.0,,1. Democrat,1. Democrat,2. Weak Democrat
30988,1.0,1986.0,,1. Democrat,,1. Strong Democrat
30989,1.0,1986.0,,1. Democrat,1. Democrat,1. Strong Democrat
30990,1.0,1986.0,,1. Democrat,,3. Independent - Democrat
30991,1.0,1986.0,,2. Republican,1. Democrat,3. Independent - Democrat
30992,1.0,1986.0,,,,3. Independent - Democrat
30993,1.0,1986.0,,1. Democrat,,2. Weak Democrat
30994,1.0,1986.0,,,,2. Weak Democrat
30995,1.0,1986.0,,,,6. Weak Republican
30996,1.0,1986.0,,,,4. Independent - Independent
30997,1.0,1986.0,,,,4. Independent - Independent
30998,1.0,1986.0,,,,5. Independent - Republican
30999,1.0,1986.0,,2. Republican,2. Republican,2. Weak Democrat
31000,1.0,1986.0,,2. Republican,2. Republican,7. Strong Republican
31001,1.0,1986.0,,,,7. Strong Republican
31002,1.0,1986.0,,,,1. Strong Democrat
31003,1.0,1986.0,,1. Democrat,1. Democrat,1. Strong Democrat
31004,1.0,1986.0,,1. Democrat,2. Republican,2. Weak Democrat
31005,1.0,1986.0,,,,2. Weak Democrat
31006,1.0,1986.0,,,,2. Weak Democrat
31007,1.0,1986.0,,,,1. Strong Democrat
31008,1.0,1986.0,,,,3. Independent - Democrat
31009,1.0,1986.0,,,,7. Strong Republican
31010,1.0,1986.0,,,,2. Weak Democrat
31011,1.0,1986.0,,,,6. Weak Republican
31012,1.0,1986.0,,1. Democrat,,4. Independent - Independent
31013,1.0,1986.0,,,,1. Strong Democrat
31014,1.0,1986.0,,,,1. Strong Democrat
31015,1.0,1986.0,,2. Republican,,7. Strong Republican
31016,1.0,1986.0,,,,6. Weak Republican
31017,1.0,1986.0,,,,6. Weak Republican
31018,1.0,1986.0,,,,4. Independent - Independent
31019,1.0,1986.0,,2. Republican,2. Republican,6. Weak Republican
31020,1.0,1986.0,,,2. Republican,2. Weak Democrat
31021,1.0,1986.0,,,,1. Strong Democrat
31022,1.0,1986.0,,,,6. Weak Republican
31023,1.0,1986.0,,,,4. Independent - Independent
31024,1.0,1986.0,,,,1. Strong Democrat
31025,1.0,1986.0,,,,5. Independent - Republican
31026,1.0,1986.0,,,,5. Independent - Republican
31027,1.0,1986.0,,,,7. Strong Republican
31028,1.0,1986.0,,,,2. Weak Democrat
31029,1.0,1986.0,,,,4. Independent - Independent
31030,1.0,1986.0,,,,7. Strong Republican
31031,1.0,1986.0,,2. Republican,,7. Strong Republican
31032,1.0,1986.0,,1. Democrat,2. Republican,6. Weak Republican
31033,1.0,1986.0,,,,4. Independent - Independent
31034,1.0,1986.0,,2. Republican,2. Republican,7. Strong Republican
31035,1.0,1986.0,,2. Republican,2. Republican,5. Independent - Republican
31036,1.0,1986.0,,1. Democrat,1. Democrat,6. Weak Republican
31037,1.0,1986.0,,,,6. Weak Republican
31038,1.0,1986.0,,1. Democrat,1. Democrat,1. Strong Democrat
31039,1.0,1986.0,,,1. Democrat,5. Independent - Republican
31040,1.0,1986.0,,1. Democrat,,2. Weak Democrat
31041,1.0,1986.0,,,,4. Independent - Independent
31042,1.0,1986.0,,1. Democrat,2. Republican,7. Strong Republican
31043,1.0,1986.0,,,,6. Weak Republican
31044,1.0,1986.0,,,,4. Independent - Independent
31045,1.0,1986.0,,,,4. Independent - Independent
31046,1.0,1986.0,,,,2. Weak Democrat
31047,1.0,1986.0,,2. Republican,2. Republican,6. Weak Republican
31048,1.0,1986.0,,1. Democrat,,3. Independent - Democrat
31049,1.0,1986.0,,,,3. Independent - Democrat
31050,1.0,1986.0,,1. Democrat,,2. Weak Democrat
31051,1.0,1986.0,,,,4. Independent - Independent
31052,1.0,1986.0,,2. Republican,2. Republican,7. Strong Republican
31053,1.0,1986.0,,,,2. Weak Democrat
31054,1.0,1986.0,,1. Democrat,,5. Independent - Republican
31055,1.0,1986.0,,,,2. Weak Democrat
31056,1.0,1986.0,,,,4. Independent - Independent
31057,1.0,1986.0,,,,3. Independent - Democrat
31058,1.0,1986.0,,1. Democrat,1. Democrat,1. Strong Democrat
31059,1.0,1986.0,,,,6. Weak Republican
31060,1.0,1986.0,,,,6. Weak Republican
31061,1.0,1986.0,,1. Democrat,1. Democrat,1. Strong Democrat
31062,1.0,1986.0,,1. Democrat,,2. Weak Democrat
31063,1.0,1986.0,,,,1. Strong Democrat
31064,1.0,1986.0,,,,1. Strong Democrat
31065,1.0,1986.0,,,,2. Weak Democrat
31066,1.0,1986.0,,,,6. Weak Republican
31067,1.0,1986.0,,,,6. Weak Republican
31068,1.0,1986.0,,1. Democrat,1. Democrat,5. Independent - Republican
31069,1.0,1986.0,,2. Republican,,7. Strong Republican
31070,1.0,1986.0,,2. Republican,1. Democrat,1. Strong Democrat
31071,1.0,1986.0,,,,2. Weak Democrat
31072,1.0,1986.0,,1. Democrat,1. Democrat,2. Weak Democrat
31073,1.0,1986.0,,,,3. Independent - Democrat
31074,1.0,1986.0,,,,1. Strong Democrat
31075,1.0,1986.0,,1. Democrat,2. Republican,1. Strong Democrat
31076,1.0,1986.0,,,,2. Weak Democrat
31077,1.0,1986.0,,2. Republican,,2. Weak Democrat
31078,1.0,1986.0,,2. Republican,,2. Weak Democrat
31079,1.0,1986.0,,2. Republican,,1. Strong Democrat
31080,1.0,1986.0,,,,2. Weak Democrat
31081,1.0,1986.0,,1. Democrat,,2. Weak Democrat
31082,1.0,1986.0,,1. Democrat,,1. Strong Democrat
31083,1.0,1986.0,,,,2. Weak Democrat
31084,1.0,1986.0,,1. Democrat,1. Democrat,1. Strong Democrat
31085,1.0,1986.0,,,,4. Independent - Independent
31086,1.0,1986.0,,,,2. Weak Democrat
31087,1.0,1986.0,,2. Republican,2. Republican,7. Strong Republican
31088,1.0,1986.0,,2. Republican,2. Republican,5. Independent - Republican
31089,1.0,1986.0,,2. Republican,2. Republican,2. Weak Democrat
31090,1.0,1986.0,,,,5. Independent - Republican
31091,1.0,1986.0,,2. Republican,2. Republican,7. Strong Republican
31092,1.0,1986.0,,,,2. Weak Democrat
31093,1.0,1986.0,,,,4. Independent - Independent
31094,1.0,1986.0,,,,1. Strong Democrat
31095,1.0,1986.0,,1. Democrat,,2. Weak Democrat
31096,1.0,1986.0,,1. Democrat,,5. Independent - Republican
31097,1.0,1986.0,,1. Democrat,1. Democrat,1. Strong Democrat
31098,1.0,1986.0,,,,2. Weak Democrat
31099,1.0,1986.0,,,,2. Weak Democrat
31100,1.0,1986.0,,1. Democrat,1. Democrat,2. Weak Democrat
31101,1.0,1986.0,,1. Democrat,1. Democrat,1. Strong Democrat
31102,1.0,1986.0,,,,2. Weak Democrat
31103,1.0,1986.0,,1. Democrat,1. Democrat,3. Independent - Democrat
31104,1.0,1986.0,,1. Democrat,,7. Strong Republican
31105,1.0,1986.0,,,,2. Weak Democrat
31106,1.0,1986.0,,1. Democrat,1. Democrat,1. Strong Democrat
31107,1.0,1986.0,,,,3. Independent - Democrat
31108,1.0,1986.0,,1. Democrat,1. Democrat,3. Independent - Democrat
31109,1.0,1986.0,,1. Democrat,1. Democrat,5. Independent - Republican
31110,1.0,1986.0,,,,2. Weak Democrat
31111,1.0,1986.0,,1. Democrat,,2. Weak Democrat
31112,1.0,1986.0,,2. Republican,,4. Independent - Independent
31113,1.0,1986.0,,1. Democrat,1. Democrat,3. Independent - Democrat
31114,1.0,1986.0,,2. Republican,2. Republican,7. Strong Republican
31115,1.0,1986.0,,2. Republican,1. Democrat,6. Weak Republican
31116,1.0,1986.0,,,,4. Independent - Independent
31117,1.0,1986.0,,,,4. Independent - Independent
31118,1.0,1986.0,,1. Democrat,1. Democrat,1. Strong Democrat
31119,1.0,1986.0,,1. Democrat,1. Democrat,1. Strong Democrat
31120,1.0,1986.0,,1. Democrat,1. Democrat,1. Strong Democrat
31121,1.0,1986.0,,,,7. Strong Republican
31122,1.0,1986.0,,,,4. Independent - Independent
31123,1.0,1986.0,,2. Republican,,5. Independent - Republican
31124,1.0,1986.0,,,,2. Weak Democrat
31125,1.0,1986.0,,1. Democrat,,7. Strong Republican
31126,1.0,1986.0,,,,3. Independent - Democrat
31127,1.0,1986.0,,,,3. Independent - Democrat
31128,1.0,1986.0,,1. Democrat,,1. Strong Democrat
31129,1.0,1986.0,,,,2. Weak Democrat
31130,1.0,1986.0,,,,6. Weak Republican
31131,1.0,1986.0,,,,4. Independent - Independent
31132,1.0,1986.0,,,,5. Independent - Republican
31133,1.0,1986.0,,1. Democrat,2. Republican,7. Strong Republican
31134,1.0,1986.0,,,,6. Weak Republican
31135,1.0,1986.0,,,,1. Strong Democrat
31136,1.0,1986.0,,,,1. Strong Democrat
31137,1.0,1986.0,,2. Republican,1. Democrat,6. Weak Republican
31138,1.0,1986.0,,2. Republican,1. Democrat,3. Independent - Democrat
31139,1.0,1986.0,,1. Democrat,1. Democrat,1. Strong Democrat
31140,1.0,1986.0,,,,6. Weak Republican
31141,1.0,1986.0,,,,3. Independent - Democrat
31142,1.0,1986.0,,,,2. Weak Democrat
31143,1.0,1986.0,,1. Democrat,1. Democrat,2. Weak Democrat
31144,1.0,1986.0,,,,3. Independent - Democrat
31145,1.0,1986.0,,,,4. Independent - Independent
31146,1.0,1986.0,,1. Democrat,,7. Strong Republican
31147,1.0,1986.0,,2. Republican,,1. Strong Democrat
31148,1.0,1986.0,,,,4. Independent - Independent
31149,1.0,1986.0,,,,2. Weak Democrat
31150,1.0,1986.0,,,,1. Strong Democrat
31151,1.0,1986.0,,1. Democrat,1. Democrat,1. Strong Democrat
31152,1.0,1986.0,,1. Democrat,1. Democrat,1. Strong Democrat
31153,1.0,1986.0,,,,2. Weak Democrat
31154,1.0,1986.0,,1. Democrat,,1. Strong Democrat
31155,1.0,1986.0,,,,4. Independent - Independent
31156,1.0,1986.0,,,1. Democrat,2. Weak Democrat
31157,1.0,1986.0,,2. Republican,2. Republican,6. Weak Republican
31158,1.0,1986.0,,1. Democrat,2. Republican,2. Weak Democrat
31159,1.0,1986.0,,1. Democrat,1. Democrat,3. Independent - Democrat
31160,1.0,1986.0,,2. Republican,2. Republican,6. Weak Republican
31161,1.0,1986.0,,,,2. Weak Democrat
31162,1.0,1986.0,,,,1. Strong Democrat
31163,1.0,1986.0,,2. Republican,2. Republican,7. Strong Republican
31164,1.0,1986.0,,,,6. Weak Republican
31165,1.0,1986.0,,,,5. Independent - Republican
31166,1.0,1986.0,,,,1. Strong Democrat
31167,1.0,1986.0,,,,2. Weak Democrat
31168,1.0,1986.0,,1. Democrat,,1. Strong Democrat
31169,1.0,1986.0,,,,2. Weak Democrat
31170,1.0,1986.0,,2. Republican,,4. Independent - Independent
31171,1.0,1986.0,,,2. Republican,5. Independent - Republican
31172,1.0,1986.0,,2. Republican,,1. Strong Democrat
31173,1.0,1986.0,,,1. Democrat,
31174,1.0,1986.0,,,,6. Weak Republican
31175,1.0,1986.0,,,,2. Weak Democrat
31176,1.0,1986.0,,,,3. Independent - Democrat
31177,1.0,1986.0,,,,1. Strong Democrat
31178,1.0,1986.0,,2. Republican,2. Republican,7. Strong Republican
31179,1.0,1986.0,,1. Democrat,2. Republican,1. Strong Democrat
31180,1.0,1986.0,,1. Democrat,2. Republican,5. Independent - Republican
31181,1.0,1986.0,,,,2. Weak Democrat
31182,1.0,1986.0,,1. Democrat,,1. Strong Democrat
31183,1.0,1986.0,,1. Democrat,1. Democrat,1. Strong Democrat
31184,1.0,1986.0,,1. Democrat,1. Democrat,2. Weak Democrat
31185,1.0,1986.0,,1. Democrat,1. Democrat,1. Strong Democrat
31186,1.0,1986.0,,,,4. Independent - Independent
31187,1.0,1986.0,,1. Democrat,2. Republican,6. Weak Republican
31188,1.0,1986.0,,,,4. Independent - Independent
31189,1.0,1986.0,,,,5. Independent - Republican
31190,1.0,1986.0,,,,1. Strong Democrat
31191,1.0,1986.0,,,,5. Independent - Republican
31192,1.0,1986.0,,2. Republican,2. Republican,5. Independent - Republican
31193,1.0,1986.0,,,,2. Weak Democrat
31194,1.0,1986.0,,,,4. Independent - Independent
31195,1.0,1986.0,,1. Democrat,1. Democrat,1. Strong Democrat
31196,1.0,1986.0,,2. Republican,,4. Independent - Independent
31197,1.0,1986.0,,2. Republican,,6. Weak Republican
31198,1.0,1986.0,,1. Democrat,,1. Strong Democrat
31199,1.0,1986.0,,,,2. Weak Democrat
31200,1.0,1986.0,,1. Democrat,,4. Independent - Independent
31201,1.0,1986.0,,1. Democrat,,3. Independent - Democrat
31202,1.0,1986.0,,2. Republican,2. Republican,7. Strong Republican
31203,1.0,1986.0,,1. Democrat,1. Democrat,1. Strong Democrat
31204,1.0,1986.0,,,,1. Strong Democrat
31205,1.0,1986.0,,1. Democrat,1. Democrat,2. Weak Democrat
31206,1.0,1986.0,,2. Republican,2. Republican,5. Independent - Republican
31207,1.0,1986.0,,2. Republican,2. Republican,7. Strong Republican
31208,1.0,1986.0,,,,4. Independent - Independent
31209,1.0,1986.0,,,,1. Strong Democrat
31210,1.0,1986.0,,1. Democrat,,4. Independent - Independent
31211,1.0,1986.0,,,,4. Independent - Independent
31212,1.0,1986.0,,,,2. Weak Democrat
31213,1.0,1986.0,,,,
31214,1.0,1986.0,,,,3. Independent - Democrat
31215,1.0,1986.0,,,,4. Independent - Independent
31216,1.0,1986.0,,,,2. Weak Democrat
31217,1.0,1986.0,,1. Democrat,2. Republican,6. Weak Republican
31218,1.0,1986.0,,,,2. Weak Democrat
31219,1.0,1986.0,,1. Democrat,1. Democrat,1. Strong Democrat
31220,1.0,1986.0,,,,6. Weak Republican
31221,1.0,1986.0,,,,1. Strong Democrat
31222,1.0,1986.0,,1. Democrat,2. Republican,3. Independent - Democrat
31223,1.0,1986.0,,2. Republican,1. Democrat,2. Weak Democrat
31224,1.0,1986.0,,1. Democrat,1. Democrat,1. Strong Democrat
31225,1.0,1986.0,,,,1. Strong Democrat
31226,1.0,1986.0,,1. Democrat,1. Democrat,3. Independent - Democrat
31227,1.0,1986.0,,,,6. Weak Republican
31228,1.0,1986.0,,,,3. Independent - Democrat
31229,1.0,1986.0,,,,5. Independent - Republican
31230,1.0,1986.0,,1. Democrat,,1. Strong Democrat
31231,1.0,1986.0,,,,2. Weak Democrat
31232,1.0,1986.0,,,,3. Independent - Democrat
31233,1.0,1986.0,,,,4. Independent - Independent
31234,1.0,1986.0,,1. Democrat,,1. Strong Democrat
31235,1.0,1986.0,,,,6. Weak Republican
31236,1.0,1986.0,,,,4. Independent - Independent
31237,1.0,1986.0,,,,4. Independent - Independent
31238,1.0,1986.0,,,,4. Independent - Independent
31239,1.0,1986.0,,,,2. Weak Democrat
31240,1.0,1986.0,,,,3. Independent - Democrat
31241,1.0,1986.0,,,,6. Weak Republican
31242,1.0,1986.0,,,,4. Independent - Independent
31243,1.0,1986.0,,1. Democrat,1. Democrat,1. Strong Democrat
31244,1.0,1986.0,,,1. Democrat,2. Weak Democrat
31245,1.0,1986.0,,,,2. Weak Democrat
31246,1.0,1986.0,,2. Republican,,6. Weak Republican
31247,1.0,1986.0,,,2. Republican,2. Weak Democrat
31248,1.0,1986.0,,,,6. Weak Republican
31249,1.0,1986.0,,1. Democrat,2. Republican,6. Weak Republican
31250,1.0,1986.0,,,,2. Weak Democrat
31251,1.0,1986.0,,1. Democrat,1. Democrat,1. Strong Democrat
31252,1.0,1986.0,,1. Democrat,1. Democrat,
31253,1.0,1986.0,,,,1. Strong Democrat
31254,1.0,1986.0,,1. Democrat,,3. Independent - Democrat
31255,1.0,1986.0,,,,6. Weak Republican
31256,1.0,1986.0,,2. Republican,2. Republican,7. Strong Republican
31257,1.0,1986.0,,2. Republican,,6. Weak Republican
31258,1.0,1986.0,,,,2. Weak Democrat
31259,1.0,1986.0,,1. Democrat,1. Democrat,6. Weak Republican
31260,1.0,1986.0,,,,5. Independent - Republican
31261,1.0,1986.0,,1. Democrat,2. Republican,5. Independent - Republican
31262,1.0,1986.0,,,,3. Independent - Democrat
31263,1.0,1986.0,,,,3. Independent - Democrat
31264,1.0,1986.0,,,,4. Independent - Independent
31265,1.0,1986.0,,1. Democrat,,7. Strong Republican
31266,1.0,1986.0,,,,2. Weak Democrat
31267,1.0,1986.0,,2. Republican,,3. Independent - Democrat
31268,1.0,1986.0,,2. Republican,,5. Independent - Republican
31269,1.0,1986.0,,,,6. Weak Republican
31270,1.0,1986.0,,,,5. Independent - Republican
31271,1.0,1986.0,,,,5. Independent - Republican
31272,1.0,1986.0,,,,1. Strong Democrat
31273,1.0,1986.0,,,,2. Weak Democrat
31274,1.0,1986.0,,,,1. Strong Democrat
31275,1.0,1986.0,,,,2. Weak Democrat
31276,1.0,1986.0,,,,6. Weak Republican
31277,1.0,1986.0,,,,5. Independent - Republican
31278,1.0,1986.0,,1. Democrat,1. Democrat,1. Strong Democrat
31279,1.0,1986.0,,2. Republican,2. Republican,7. Strong Republican
31280,1.0,1986.0,,2. Republican,2. Republican,7. Strong Republican
31281,1.0,1986.0,,,,6. Weak Republican
31282,1.0,1986.0,,,,7. Strong Republican
31283,1.0,1986.0,,,,4. Independent - Independent
31284,1.0,1986.0,,1. Democrat,1. Democrat,2. Weak Democrat
31285,1.0,1986.0,,,,5. Independent - Republican
31286,1.0,1986.0,,2. Republican,1. Democrat,7. Strong Republican
31287,1.0,1986.0,,1. Democrat,1. Democrat,3. Independent - Democrat
31288,1.0,1986.0,,,,5. Independent - Republican
31289,1.0,1986.0,,2. Republican,,2. Weak Democrat
31290,1.0,1986.0,,2. Republican,2. Republican,6. Weak Republican
31291,1.0,1986.0,,,,3. Independent - Democrat
31292,1.0,1986.0,,,,6. Weak Republican
31293,1.0,1986.0,,1. Democrat,,7. Strong Republican
31294,1.0,1986.0,,,,1. Strong Democrat
31295,1.0,1986.0,,,,3. Independent - Democrat
31296,1.0,1986.0,,,1. Democrat,5. Independent - Republican
31297,1.0,1986.0,,,,5. Independent - Republican
31298,1.0,1986.0,,,,5. Independent - Republican
31299,1.0,1986.0,,1. Democrat,1. Democrat,1. Strong Democrat
31300,1.0,1986.0,,,,1. Strong Democrat
31301,1.0,1986.0,,,,2. Weak Democrat
31302,1.0,1986.0,,2. Republican,2. Republican,2. Weak Democrat
31303,1.0,1986.0,,,,5. Independent - Republican
31304,1.0,1986.0,,,,5. Independent - Republican
31305,1.0,1986.0,,2. Republican,,5. Independent - Republican
31306,1.0,1986.0,,,,3. Independent - Democrat
31307,1.0,1986.0,,,,4. Independent - Independent
31308,1.0,1986.0,,,,6. Weak Republican
31309,1.0,1986.0,,,,3. Independent - Democrat
31310,1.0,1986.0,,,,4. Independent - Independent
31311,1.0,1986.0,,,1. Democrat,1. Strong Democrat
31312,1.0,1986.0,,,,3. Independent - Democrat
31313,1.0,1986.0,,1. Democrat,1. Democrat,3. Independent - Democrat
31314,1.0,1986.0,,1. Democrat,,2. Weak Democrat
31315,1.0,1986.0,,1. Democrat,,6. Weak Republican
31316,1.0,1986.0,,,,4. Independent - Independent
31317,1.0,1986.0,,1. Democrat,,6. Weak Republican
31318,1.0,1986.0,,,,4. Independent - Independent
31319,1.0,1986.0,,,,1. Strong Democrat
31320,1.0,1986.0,,1. Democrat,,2. Weak Democrat
31321,1.0,1986.0,,,,7. Strong Republican
31322,1.0,1986.0,,1. Democrat,,1. Strong Democrat
31323,1.0,1986.0,,,,2. Weak Democrat
31324,1.0,1986.0,,,,4. Independent - Independent
31325,1.0,1986.0,,,,6. Weak Republican
31326,1.0,1986.0,,2. Republican,2. Republican,7. Strong Republican
31327,1.0,1986.0,,,,4. Independent - Independent
31328,1.0,1986.0,,,,2. Weak Democrat
31329,1.0,1986.0,,1. Democrat,2. Republican,2. Weak Democrat
31330,1.0,1986.0,,,,5. Independent - Republican
31331,1.0,1986.0,,2. Republican,2. Republican,7. Strong Republican
31332,1.0,1986.0,,,,4. Independent - Independent
31333,1.0,1986.0,,,,4. Independent - Independent
31334,1.0,1986.0,,1. Democrat,2. Republican,7. Strong Republican
31335,1.0,1986.0,,,,4. Independent - Independent
31336,1.0,1986.0,,1. Democrat,,2. Weak Democrat
31337,1.0,1986.0,,,,7. Strong Republican
31338,1.0,1986.0,,1. Democrat,1. Democrat,4. Independent - Independent
31339,1.0,1986.0,,,,5. Independent - Republican
31340,1.0,1986.0,,,,4. Independent - Independent
31341,1.0,1986.0,,1. Democrat,1. Democrat,2. Weak Democrat
31342,1.0,1986.0,,,,7. Strong Republican
